LONCOL,LATCOL,vehicleNum,time,geometry
15,31,1,2007-02-19 14:56:00,"POLYGON ((121.49050643123802 31.25485858351836, 121.49261032304753 31.25485858351836, 121.49261032304753 31.25665722560093, 121.49050643123802 31.25665722560093, 121.49050643123802 31.25485858351836))"
15,31,1,2007-02-19 14:57:00,"POLYGON ((121.49050643123802 31.25485858351836, 121.49261032304753 31.25485858351836, 121.49261032304753 31.25665722560093, 121.49050643123802 31.25665722560093, 121.49050643123802 31.25485858351836))"
18,33,1,2007-02-19 14:58:00,"POLYGON ((121.49681810666657 31.258455867683498, 121.49892199847609 31.258455867683498, 121.49892199847609 31.260254509766067, 121.49681810666657 31.260254509766067, 121.49681810666657 31.258455867683498))"
18,33,1,2007-02-19 14:59:00,"POLYGON ((121.49681810666657 31.258455867683498, 121.49892199847609 31.258455867683498, 121.49892199847609 31.260254509766067, 121.49681810666657 31.260254509766067, 121.49681810666657 31.258455867683498))"
18,33,1,2007-02-19 15:00:00,"POLYGON ((121.49681810666657 31.258455867683498, 121.49892199847609 31.258455867683498, 121.49892199847609 31.260254509766067, 121.49681810666657 31.260254509766067, 121.49681810666657 31.258455867683498))"
18,33,1,2007-02-19 15:01:00,"POLYGON ((121.49681810666657 31.258455867683498, 121.49892199847609 31.258455867683498, 121.49892199847609 31.260254509766067, 121.49681810666657 31.260254509766067, 121.49681810666657 31.258455867683498))"
18,33,1,2007-02-19 15:02:00,"POLYGON ((121.49681810666657 31.258455867683498, 121.49892199847609 31.258455867683498, 121.49892199847609 31.260254509766067, 121.49681810666657 31.260254509766067, 121.49681810666657 31.258455867683498))"
20,38,1,2007-02-19 15:03:00,"POLYGON ((121.5010258902856 31.267449078096345, 121.50312978209513 31.267449078096345, 121.50312978209513 31.26924772017891, 121.5010258902856 31.26924772017891, 121.5010258902856 31.267449078096345))"
20,41,1,2007-02-19 15:04:00,"POLYGON ((121.5010258902856 31.27284500434405, 121.50312978209513 31.27284500434405, 121.50312978209513 31.274643646426618, 121.5010258902856 31.274643646426618, 121.5010258902856 31.27284500434405))"
20,41,1,2007-02-19 15:05:00,"POLYGON ((121.5010258902856 31.27284500434405, 121.50312978209513 31.27284500434405, 121.50312978209513 31.274643646426618, 121.5010258902856 31.274643646426618, 121.5010258902856 31.27284500434405))"
21,41,1,2007-02-19 15:06:00,"POLYGON ((121.50312978209513 31.27284500434405, 121.50523367390464 31.27284500434405, 121.50523367390464 31.274643646426618, 121.50312978209513 31.274643646426618, 121.50312978209513 31.27284500434405))"
23,42,1,2007-02-19 15:07:00,"POLYGON ((121.50733756571417 31.274643646426618, 121.50944145752368 31.274643646426618, 121.50944145752368 31.276442288509188, 121.50733756571417 31.276442288509188, 121.50733756571417 31.274643646426618))"
23,42,1,2007-02-19 15:08:00,"POLYGON ((121.50733756571417 31.274643646426618, 121.50944145752368 31.274643646426618, 121.50944145752368 31.276442288509188, 121.50733756571417 31.276442288509188, 121.50733756571417 31.274643646426618))"
23,42,1,2007-02-19 15:09:00,"POLYGON ((121.50733756571417 31.274643646426618, 121.50944145752368 31.274643646426618, 121.50944145752368 31.276442288509188, 121.50733756571417 31.276442288509188, 121.50733756571417 31.274643646426618))"
23,42,1,2007-02-19 15:10:00,"POLYGON ((121.50733756571417 31.274643646426618, 121.50944145752368 31.274643646426618, 121.50944145752368 31.276442288509188, 121.50733756571417 31.276442288509188, 121.50733756571417 31.274643646426618))"
23,42,1,2007-02-19 15:11:00,"POLYGON ((121.50733756571417 31.274643646426618, 121.50944145752368 31.274643646426618, 121.50944145752368 31.276442288509188, 121.50733756571417 31.276442288509188, 121.50733756571417 31.274643646426618))"
27,43,2,2007-02-19 15:12:00,"POLYGON ((121.51575313295224 31.276442288509188, 121.51785702476175 31.276442288509188, 121.51785702476175 31.278240930591757, 121.51575313295224 31.278240930591757, 121.51575313295224 31.276442288509188))"
27,43,2,2007-02-19 15:13:00,"POLYGON ((121.51575313295224 31.276442288509188, 121.51785702476175 31.276442288509188, 121.51785702476175 31.278240930591757, 121.51575313295224 31.278240930591757, 121.51575313295224 31.276442288509188))"
27,43,2,2007-02-19 15:14:00,"POLYGON ((121.51575313295224 31.276442288509188, 121.51785702476175 31.276442288509188, 121.51785702476175 31.278240930591757, 121.51575313295224 31.278240930591757, 121.51575313295224 31.276442288509188))"
27,43,2,2007-02-19 15:15:00,"POLYGON ((121.51575313295224 31.276442288509188, 121.51785702476175 31.276442288509188, 121.51785702476175 31.278240930591757, 121.51575313295224 31.278240930591757, 121.51575313295224 31.276442288509188))"
27,43,2,2007-02-19 15:16:00,"POLYGON ((121.51575313295224 31.276442288509188, 121.51785702476175 31.276442288509188, 121.51785702476175 31.278240930591757, 121.51575313295224 31.278240930591757, 121.51575313295224 31.276442288509188))"
33,46,1,2007-02-19 15:17:00,"POLYGON ((121.52837648380935 31.281838214756895, 121.53048037561886 31.281838214756895, 121.53048037561886 31.283636856839465, 121.52837648380935 31.283636856839465, 121.52837648380935 31.281838214756895))"
34,47,1,2007-02-19 15:18:00,"POLYGON ((121.53048037561886 31.283636856839465, 121.53258426742839 31.283636856839465, 121.53258426742839 31.285435498922034, 121.53048037561886 31.285435498922034, 121.53048037561886 31.283636856839465))"
34,47,1,2007-02-19 15:19:00,"POLYGON ((121.53048037561886 31.283636856839465, 121.53258426742839 31.283636856839465, 121.53258426742839 31.285435498922034, 121.53048037561886 31.285435498922034, 121.53048037561886 31.283636856839465))"
37,50,1,2007-02-19 15:20:00,"POLYGON ((121.53679205104743 31.289032783087173, 121.53889594285695 31.289032783087173, 121.53889594285695 31.290831425169742, 121.53679205104743 31.290831425169742, 121.53679205104743 31.289032783087173))"
37,50,2,2007-02-19 15:21:00,"POLYGON ((121.53679205104743 31.289032783087173, 121.53889594285695 31.289032783087173, 121.53889594285695 31.290831425169742, 121.53679205104743 31.290831425169742, 121.53679205104743 31.289032783087173))"
37,50,2,2007-02-19 15:22:00,"POLYGON ((121.53679205104743 31.289032783087173, 121.53889594285695 31.289032783087173, 121.53889594285695 31.290831425169742, 121.53679205104743 31.290831425169742, 121.53679205104743 31.289032783087173))"
37,50,2,2007-02-19 15:23:00,"POLYGON ((121.53679205104743 31.289032783087173, 121.53889594285695 31.289032783087173, 121.53889594285695 31.290831425169742, 121.53679205104743 31.290831425169742, 121.53679205104743 31.289032783087173))"
39,51,1,2007-02-19 15:24:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-19 15:25:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-19 15:26:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-19 15:27:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-19 15:28:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-19 15:29:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-19 15:30:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-19 15:31:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-19 15:32:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
40,52,1,2007-02-19 15:33:00,"POLYGON ((121.54310372647599 31.29263006725231, 121.5452076182855 31.29263006725231, 121.5452076182855 31.29442870933488, 121.54310372647599 31.29442870933488, 121.54310372647599 31.29263006725231))"
40,51,1,2007-02-19 15:34:00,"POLYGON ((121.54310372647599 31.290831425169742, 121.5452076182855 31.290831425169742, 121.5452076182855 31.29263006725231, 121.54310372647599 31.29263006725231, 121.54310372647599 31.290831425169742))"
38,50,1,2007-02-19 15:35:00,"POLYGON ((121.53889594285695 31.289032783087173, 121.54099983466647 31.289032783087173, 121.54099983466647 31.290831425169742, 121.53889594285695 31.290831425169742, 121.53889594285695 31.289032783087173))"
38,50,1,2007-02-19 15:36:00,"POLYGON ((121.53889594285695 31.289032783087173, 121.54099983466647 31.289032783087173, 121.54099983466647 31.290831425169742, 121.53889594285695 31.290831425169742, 121.53889594285695 31.289032783087173))"
38,50,1,2007-02-19 15:37:00,"POLYGON ((121.53889594285695 31.289032783087173, 121.54099983466647 31.289032783087173, 121.54099983466647 31.290831425169742, 121.53889594285695 31.290831425169742, 121.53889594285695 31.289032783087173))"
38,50,1,2007-02-19 15:38:00,"POLYGON ((121.53889594285695 31.289032783087173, 121.54099983466647 31.289032783087173, 121.54099983466647 31.290831425169742, 121.53889594285695 31.290831425169742, 121.53889594285695 31.289032783087173))"
35,47,1,2007-02-19 15:39:00,"POLYGON ((121.53258426742839 31.283636856839465, 121.53468815923792 31.283636856839465, 121.53468815923792 31.285435498922034, 121.53258426742839 31.285435498922034, 121.53258426742839 31.283636856839465))"
35,47,1,2007-02-19 15:40:00,"POLYGON ((121.53258426742839 31.283636856839465, 121.53468815923792 31.283636856839465, 121.53468815923792 31.285435498922034, 121.53258426742839 31.285435498922034, 121.53258426742839 31.283636856839465))"
32,46,1,2007-02-19 15:41:00,"POLYGON ((121.52627259199983 31.281838214756895, 121.52837648380935 31.281838214756895, 121.52837648380935 31.283636856839465, 121.52627259199983 31.283636856839465, 121.52627259199983 31.281838214756895))"
31,45,1,2007-02-19 15:42:00,"POLYGON ((121.52416870019032 31.280039572674326, 121.52627259199983 31.280039572674326, 121.52627259199983 31.281838214756895, 121.52416870019032 31.281838214756895, 121.52416870019032 31.280039572674326))"
31,45,1,2007-02-19 15:43:00,"POLYGON ((121.52416870019032 31.280039572674326, 121.52627259199983 31.280039572674326, 121.52627259199983 31.281838214756895, 121.52416870019032 31.281838214756895, 121.52416870019032 31.280039572674326))"
31,45,1,2007-02-19 15:44:00,"POLYGON ((121.52416870019032 31.280039572674326, 121.52627259199983 31.280039572674326, 121.52627259199983 31.281838214756895, 121.52416870019032 31.281838214756895, 121.52416870019032 31.280039572674326))"
31,45,1,2007-02-19 15:45:00,"POLYGON ((121.52416870019032 31.280039572674326, 121.52627259199983 31.280039572674326, 121.52627259199983 31.281838214756895, 121.52416870019032 31.281838214756895, 121.52416870019032 31.280039572674326))"
25,43,1,2007-02-19 15:46:00,"POLYGON ((121.5115453493332 31.276442288509188, 121.51364924114272 31.276442288509188, 121.51364924114272 31.278240930591757, 121.5115453493332 31.278240930591757, 121.5115453493332 31.276442288509188))"
24,42,1,2007-02-19 15:47:00,"POLYGON ((121.50944145752368 31.274643646426618, 121.5115453493332 31.274643646426618, 121.5115453493332 31.276442288509188, 121.50944145752368 31.276442288509188, 121.50944145752368 31.274643646426618))"
24,42,1,2007-02-19 15:48:00,"POLYGON ((121.50944145752368 31.274643646426618, 121.5115453493332 31.274643646426618, 121.5115453493332 31.276442288509188, 121.50944145752368 31.276442288509188, 121.50944145752368 31.274643646426618))"
24,42,1,2007-02-19 15:49:00,"POLYGON ((121.50944145752368 31.274643646426618, 121.5115453493332 31.274643646426618, 121.5115453493332 31.276442288509188, 121.50944145752368 31.276442288509188, 121.50944145752368 31.274643646426618))"
24,42,1,2007-02-19 15:50:00,"POLYGON ((121.50944145752368 31.274643646426618, 121.5115453493332 31.274643646426618, 121.5115453493332 31.276442288509188, 121.50944145752368 31.276442288509188, 121.50944145752368 31.274643646426618))"
24,42,1,2007-02-19 15:51:00,"POLYGON ((121.50944145752368 31.274643646426618, 121.5115453493332 31.274643646426618, 121.5115453493332 31.276442288509188, 121.50944145752368 31.276442288509188, 121.50944145752368 31.274643646426618))"
24,42,1,2007-02-19 15:52:00,"POLYGON ((121.50944145752368 31.274643646426618, 121.5115453493332 31.274643646426618, 121.5115453493332 31.276442288509188, 121.50944145752368 31.276442288509188, 121.50944145752368 31.274643646426618))"
24,42,1,2007-02-19 15:53:00,"POLYGON ((121.50944145752368 31.274643646426618, 121.5115453493332 31.274643646426618, 121.5115453493332 31.276442288509188, 121.50944145752368 31.276442288509188, 121.50944145752368 31.274643646426618))"
24,42,1,2007-02-19 15:54:00,"POLYGON ((121.50944145752368 31.274643646426618, 121.5115453493332 31.274643646426618, 121.5115453493332 31.276442288509188, 121.50944145752368 31.276442288509188, 121.50944145752368 31.274643646426618))"
24,42,1,2007-02-19 15:55:00,"POLYGON ((121.50944145752368 31.274643646426618, 121.5115453493332 31.274643646426618, 121.5115453493332 31.276442288509188, 121.50944145752368 31.276442288509188, 121.50944145752368 31.274643646426618))"
24,42,1,2007-02-19 15:56:00,"POLYGON ((121.50944145752368 31.274643646426618, 121.5115453493332 31.274643646426618, 121.5115453493332 31.276442288509188, 121.50944145752368 31.276442288509188, 121.50944145752368 31.274643646426618))"
20,36,1,2007-02-19 15:57:00,"POLYGON ((121.5010258902856 31.263851793931206, 121.50312978209513 31.263851793931206, 121.50312978209513 31.265650436013775, 121.5010258902856 31.265650436013775, 121.5010258902856 31.263851793931206))"
20,36,1,2007-02-19 15:58:00,"POLYGON ((121.5010258902856 31.263851793931206, 121.50312978209513 31.263851793931206, 121.50312978209513 31.265650436013775, 121.5010258902856 31.265650436013775, 121.5010258902856 31.263851793931206))"
18,34,1,2007-02-19 15:59:00,"POLYGON ((121.49681810666657 31.260254509766067, 121.49892199847609 31.260254509766067, 121.49892199847609 31.262053151848637, 121.49681810666657 31.262053151848637, 121.49681810666657 31.260254509766067))"
18,34,1,2007-02-19 16:00:00,"POLYGON ((121.49681810666657 31.260254509766067, 121.49892199847609 31.260254509766067, 121.49892199847609 31.262053151848637, 121.49681810666657 31.262053151848637, 121.49681810666657 31.260254509766067))"
15,31,1,2007-02-19 16:01:00,"POLYGON ((121.49050643123802 31.25485858351836, 121.49261032304753 31.25485858351836, 121.49261032304753 31.25665722560093, 121.49050643123802 31.25665722560093, 121.49050643123802 31.25485858351836))"
15,31,1,2007-02-19 16:02:00,"POLYGON ((121.49050643123802 31.25485858351836, 121.49261032304753 31.25485858351836, 121.49261032304753 31.25665722560093, 121.49050643123802 31.25665722560093, 121.49050643123802 31.25485858351836))"
15,31,1,2007-02-19 16:03:00,"POLYGON ((121.49050643123802 31.25485858351836, 121.49261032304753 31.25485858351836, 121.49261032304753 31.25665722560093, 121.49050643123802 31.25665722560093, 121.49050643123802 31.25485858351836))"
15,31,1,2007-02-19 16:04:00,"POLYGON ((121.49050643123802 31.25485858351836, 121.49261032304753 31.25485858351836, 121.49261032304753 31.25665722560093, 121.49050643123802 31.25665722560093, 121.49050643123802 31.25485858351836))"
15,31,1,2007-02-19 16:05:00,"POLYGON ((121.49050643123802 31.25485858351836, 121.49261032304753 31.25485858351836, 121.49261032304753 31.25665722560093, 121.49050643123802 31.25665722560093, 121.49050643123802 31.25485858351836))"
15,31,1,2007-02-19 16:06:00,"POLYGON ((121.49050643123802 31.25485858351836, 121.49261032304753 31.25485858351836, 121.49261032304753 31.25665722560093, 121.49050643123802 31.25665722560093, 121.49050643123802 31.25485858351836))"
10,29,1,2007-02-19 16:07:00,"POLYGON ((121.47998697219042 31.25126129935322, 121.48209086399994 31.25126129935322, 121.48209086399994 31.25305994143579, 121.47998697219042 31.25305994143579, 121.47998697219042 31.25126129935322))"
10,29,1,2007-02-19 16:08:00,"POLYGON ((121.47998697219042 31.25126129935322, 121.48209086399994 31.25126129935322, 121.48209086399994 31.25305994143579, 121.47998697219042 31.25305994143579, 121.47998697219042 31.25126129935322))"
10,29,1,2007-02-19 16:09:00,"POLYGON ((121.47998697219042 31.25126129935322, 121.48209086399994 31.25126129935322, 121.48209086399994 31.25305994143579, 121.47998697219042 31.25305994143579, 121.47998697219042 31.25126129935322))"
7,28,1,2007-02-19 16:10:00,"POLYGON ((121.47367529676187 31.24946265727065, 121.47577918857138 31.24946265727065, 121.47577918857138 31.25126129935322, 121.47367529676187 31.25126129935322, 121.47367529676187 31.24946265727065))"
7,28,1,2007-02-19 16:11:00,"POLYGON ((121.47367529676187 31.24946265727065, 121.47577918857138 31.24946265727065, 121.47577918857138 31.25126129935322, 121.47367529676187 31.25126129935322, 121.47367529676187 31.24946265727065))"
7,28,1,2007-02-19 16:12:00,"POLYGON ((121.47367529676187 31.24946265727065, 121.47577918857138 31.24946265727065, 121.47577918857138 31.25126129935322, 121.47367529676187 31.25126129935322, 121.47367529676187 31.24946265727065))"
7,28,1,2007-02-19 16:13:00,"POLYGON ((121.47367529676187 31.24946265727065, 121.47577918857138 31.24946265727065, 121.47577918857138 31.25126129935322, 121.47367529676187 31.25126129935322, 121.47367529676187 31.24946265727065))"
7,28,1,2007-02-19 16:14:00,"POLYGON ((121.47367529676187 31.24946265727065, 121.47577918857138 31.24946265727065, 121.47577918857138 31.25126129935322, 121.47367529676187 31.25126129935322, 121.47367529676187 31.24946265727065))"
7,28,1,2007-02-19 16:15:00,"POLYGON ((121.47367529676187 31.24946265727065, 121.47577918857138 31.24946265727065, 121.47577918857138 31.25126129935322, 121.47367529676187 31.25126129935322, 121.47367529676187 31.24946265727065))"
7,29,1,2007-02-19 16:16:00,"POLYGON ((121.47367529676187 31.25126129935322, 121.47577918857138 31.25126129935322, 121.47577918857138 31.25305994143579, 121.47367529676187 31.25305994143579, 121.47367529676187 31.25126129935322))"
7,29,1,2007-02-19 16:17:00,"POLYGON ((121.47367529676187 31.25126129935322, 121.47577918857138 31.25126129935322, 121.47577918857138 31.25305994143579, 121.47367529676187 31.25305994143579, 121.47367529676187 31.25126129935322))"
7,29,1,2007-02-19 16:18:00,"POLYGON ((121.47367529676187 31.25126129935322, 121.47577918857138 31.25126129935322, 121.47577918857138 31.25305994143579, 121.47367529676187 31.25305994143579, 121.47367529676187 31.25126129935322))"
7,29,1,2007-02-19 16:19:00,"POLYGON ((121.47367529676187 31.25126129935322, 121.47577918857138 31.25126129935322, 121.47577918857138 31.25305994143579, 121.47367529676187 31.25305994143579, 121.47367529676187 31.25126129935322))"
7,29,1,2007-02-19 16:20:00,"POLYGON ((121.47367529676187 31.25126129935322, 121.47577918857138 31.25126129935322, 121.47577918857138 31.25305994143579, 121.47367529676187 31.25305994143579, 121.47367529676187 31.25126129935322))"
8,29,1,2007-02-19 16:21:00,"POLYGON ((121.47577918857138 31.25126129935322, 121.4778830803809 31.25126129935322, 121.4778830803809 31.25305994143579, 121.47577918857138 31.25305994143579, 121.47577918857138 31.25126129935322))"
8,29,1,2007-02-19 16:22:00,"POLYGON ((121.47577918857138 31.25126129935322, 121.4778830803809 31.25126129935322, 121.4778830803809 31.25305994143579, 121.47577918857138 31.25305994143579, 121.47577918857138 31.25126129935322))"
10,30,1,2007-02-19 16:23:00,"POLYGON ((121.47998697219042 31.25305994143579, 121.48209086399994 31.25305994143579, 121.48209086399994 31.25485858351836, 121.47998697219042 31.25485858351836, 121.47998697219042 31.25305994143579))"
10,30,1,2007-02-19 16:24:00,"POLYGON ((121.47998697219042 31.25305994143579, 121.48209086399994 31.25305994143579, 121.48209086399994 31.25485858351836, 121.47998697219042 31.25485858351836, 121.47998697219042 31.25305994143579))"
10,30,1,2007-02-19 16:25:00,"POLYGON ((121.47998697219042 31.25305994143579, 121.48209086399994 31.25305994143579, 121.48209086399994 31.25485858351836, 121.47998697219042 31.25485858351836, 121.47998697219042 31.25305994143579))"
10,30,1,2007-02-19 16:26:00,"POLYGON ((121.47998697219042 31.25305994143579, 121.48209086399994 31.25305994143579, 121.48209086399994 31.25485858351836, 121.47998697219042 31.25485858351836, 121.47998697219042 31.25305994143579))"
13,31,2,2007-02-19 16:27:00,"POLYGON ((121.48629864761898 31.25485858351836, 121.48840253942849 31.25485858351836, 121.48840253942849 31.25665722560093, 121.48629864761898 31.25665722560093, 121.48629864761898 31.25485858351836))"
14,31,1,2007-02-19 16:28:00,"POLYGON ((121.48840253942849 31.25485858351836, 121.49050643123802 31.25485858351836, 121.49050643123802 31.25665722560093, 121.48840253942849 31.25665722560093, 121.48840253942849 31.25485858351836))"
17,32,1,2007-02-19 16:29:00,"POLYGON ((121.49471421485705 31.25665722560093, 121.49681810666657 31.25665722560093, 121.49681810666657 31.258455867683498, 121.49471421485705 31.258455867683498, 121.49471421485705 31.25665722560093))"
19,34,1,2007-02-19 16:30:00,"POLYGON ((121.49892199847609 31.260254509766067, 121.5010258902856 31.260254509766067, 121.5010258902856 31.262053151848637, 121.49892199847609 31.262053151848637, 121.49892199847609 31.260254509766067))"
19,35,1,2007-02-19 16:31:00,"POLYGON ((121.49892199847609 31.262053151848637, 121.5010258902856 31.262053151848637, 121.5010258902856 31.263851793931206, 121.49892199847609 31.263851793931206, 121.49892199847609 31.262053151848637))"
19,35,1,2007-02-19 16:32:00,"POLYGON ((121.49892199847609 31.262053151848637, 121.5010258902856 31.262053151848637, 121.5010258902856 31.263851793931206, 121.49892199847609 31.263851793931206, 121.49892199847609 31.262053151848637))"
20,36,1,2007-02-19 16:33:00,"POLYGON ((121.5010258902856 31.263851793931206, 121.50312978209513 31.263851793931206, 121.50312978209513 31.265650436013775, 121.5010258902856 31.265650436013775, 121.5010258902856 31.263851793931206))"
20,36,1,2007-02-19 16:34:00,"POLYGON ((121.5010258902856 31.263851793931206, 121.50312978209513 31.263851793931206, 121.50312978209513 31.265650436013775, 121.5010258902856 31.265650436013775, 121.5010258902856 31.263851793931206))"
20,36,1,2007-02-19 16:35:00,"POLYGON ((121.5010258902856 31.263851793931206, 121.50312978209513 31.263851793931206, 121.50312978209513 31.265650436013775, 121.5010258902856 31.265650436013775, 121.5010258902856 31.263851793931206))"
21,41,1,2007-02-19 16:36:00,"POLYGON ((121.50312978209513 31.27284500434405, 121.50523367390464 31.27284500434405, 121.50523367390464 31.274643646426618, 121.50312978209513 31.274643646426618, 121.50312978209513 31.27284500434405))"
21,42,1,2007-02-19 16:37:00,"POLYGON ((121.50312978209513 31.274643646426618, 121.50523367390464 31.274643646426618, 121.50523367390464 31.276442288509188, 121.50312978209513 31.276442288509188, 121.50312978209513 31.274643646426618))"
22,42,1,2007-02-19 16:38:00,"POLYGON ((121.50523367390464 31.274643646426618, 121.50733756571417 31.274643646426618, 121.50733756571417 31.276442288509188, 121.50523367390464 31.276442288509188, 121.50523367390464 31.274643646426618))"
23,42,1,2007-02-19 16:39:00,"POLYGON ((121.50733756571417 31.274643646426618, 121.50944145752368 31.274643646426618, 121.50944145752368 31.276442288509188, 121.50733756571417 31.276442288509188, 121.50733756571417 31.274643646426618))"
23,42,1,2007-02-19 16:40:00,"POLYGON ((121.50733756571417 31.274643646426618, 121.50944145752368 31.274643646426618, 121.50944145752368 31.276442288509188, 121.50733756571417 31.276442288509188, 121.50733756571417 31.274643646426618))"
25,43,1,2007-02-19 16:41:00,"POLYGON ((121.5115453493332 31.276442288509188, 121.51364924114272 31.276442288509188, 121.51364924114272 31.278240930591757, 121.5115453493332 31.278240930591757, 121.5115453493332 31.276442288509188))"
25,43,1,2007-02-19 16:42:00,"POLYGON ((121.5115453493332 31.276442288509188, 121.51364924114272 31.276442288509188, 121.51364924114272 31.278240930591757, 121.5115453493332 31.278240930591757, 121.5115453493332 31.276442288509188))"
27,43,2,2007-02-19 16:43:00,"POLYGON ((121.51575313295224 31.276442288509188, 121.51785702476175 31.276442288509188, 121.51785702476175 31.278240930591757, 121.51575313295224 31.278240930591757, 121.51575313295224 31.276442288509188))"
29,44,1,2007-02-19 16:44:00,"POLYGON ((121.51996091657128 31.278240930591757, 121.52206480838079 31.278240930591757, 121.52206480838079 31.280039572674326, 121.51996091657128 31.280039572674326, 121.51996091657128 31.278240930591757))"
29,44,1,2007-02-19 16:45:00,"POLYGON ((121.51996091657128 31.278240930591757, 121.52206480838079 31.278240930591757, 121.52206480838079 31.280039572674326, 121.51996091657128 31.280039572674326, 121.51996091657128 31.278240930591757))"
30,44,1,2007-02-19 16:46:00,"POLYGON ((121.52206480838079 31.278240930591757, 121.52416870019032 31.278240930591757, 121.52416870019032 31.280039572674326, 121.52206480838079 31.280039572674326, 121.52206480838079 31.278240930591757))"
31,45,1,2007-02-19 16:47:00,"POLYGON ((121.52416870019032 31.280039572674326, 121.52627259199983 31.280039572674326, 121.52627259199983 31.281838214756895, 121.52416870019032 31.281838214756895, 121.52416870019032 31.280039572674326))"
31,45,1,2007-02-19 16:48:00,"POLYGON ((121.52416870019032 31.280039572674326, 121.52627259199983 31.280039572674326, 121.52627259199983 31.281838214756895, 121.52416870019032 31.281838214756895, 121.52416870019032 31.280039572674326))"
31,45,1,2007-02-19 16:49:00,"POLYGON ((121.52416870019032 31.280039572674326, 121.52627259199983 31.280039572674326, 121.52627259199983 31.281838214756895, 121.52416870019032 31.281838214756895, 121.52416870019032 31.280039572674326))"
31,45,1,2007-02-19 16:50:00,"POLYGON ((121.52416870019032 31.280039572674326, 121.52627259199983 31.280039572674326, 121.52627259199983 31.281838214756895, 121.52416870019032 31.281838214756895, 121.52416870019032 31.280039572674326))"
31,45,1,2007-02-19 16:51:00,"POLYGON ((121.52416870019032 31.280039572674326, 121.52627259199983 31.280039572674326, 121.52627259199983 31.281838214756895, 121.52416870019032 31.281838214756895, 121.52416870019032 31.280039572674326))"
37,49,1,2007-02-19 16:52:00,"POLYGON ((121.53679205104743 31.287234141004603, 121.53889594285695 31.287234141004603, 121.53889594285695 31.289032783087173, 121.53679205104743 31.289032783087173, 121.53679205104743 31.287234141004603))"
37,49,1,2007-02-19 16:53:00,"POLYGON ((121.53679205104743 31.287234141004603, 121.53889594285695 31.287234141004603, 121.53889594285695 31.289032783087173, 121.53679205104743 31.289032783087173, 121.53679205104743 31.287234141004603))"
38,50,1,2007-02-19 16:54:00,"POLYGON ((121.53889594285695 31.289032783087173, 121.54099983466647 31.289032783087173, 121.54099983466647 31.290831425169742, 121.53889594285695 31.290831425169742, 121.53889594285695 31.289032783087173))"
38,51,3,2007-02-19 16:55:00,"POLYGON ((121.53889594285695 31.290831425169742, 121.54099983466647 31.290831425169742, 121.54099983466647 31.29263006725231, 121.53889594285695 31.29263006725231, 121.53889594285695 31.290831425169742))"
38,51,3,2007-02-19 16:56:00,"POLYGON ((121.53889594285695 31.290831425169742, 121.54099983466647 31.290831425169742, 121.54099983466647 31.29263006725231, 121.53889594285695 31.29263006725231, 121.53889594285695 31.290831425169742))"
38,51,3,2007-02-19 16:57:00,"POLYGON ((121.53889594285695 31.290831425169742, 121.54099983466647 31.290831425169742, 121.54099983466647 31.29263006725231, 121.53889594285695 31.29263006725231, 121.53889594285695 31.290831425169742))"
38,51,3,2007-02-19 16:58:00,"POLYGON ((121.53889594285695 31.290831425169742, 121.54099983466647 31.290831425169742, 121.54099983466647 31.29263006725231, 121.53889594285695 31.29263006725231, 121.53889594285695 31.290831425169742))"
