LONCOL,LATCOL,vehicleNum,time,geometry
39,51,1,2007-02-21 12:37:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:38:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:39:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:40:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:41:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:42:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:43:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:44:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:45:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:46:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:47:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:48:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:49:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:50:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:51:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:52:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:53:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:54:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:55:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:56:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:57:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:58:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 12:59:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:00:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:01:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:02:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:03:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:04:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:05:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:06:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:07:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:08:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:09:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:10:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:11:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:12:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:13:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:14:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:15:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:16:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:17:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:18:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:19:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:20:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 13:21:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,50,2,2007-02-21 13:22:00,"POLYGON ((121.54099983466647 31.289032783087173, 121.54310372647599 31.289032783087173, 121.54310372647599 31.290831425169742, 121.54099983466647 31.290831425169742, 121.54099983466647 31.289032783087173))"
38,50,1,2007-02-21 13:23:00,"POLYGON ((121.53889594285695 31.289032783087173, 121.54099983466647 31.289032783087173, 121.54099983466647 31.290831425169742, 121.53889594285695 31.290831425169742, 121.53889594285695 31.289032783087173))"
36,48,1,2007-02-21 13:24:00,"POLYGON ((121.53468815923792 31.285435498922034, 121.53679205104743 31.285435498922034, 121.53679205104743 31.287234141004603, 121.53468815923792 31.287234141004603, 121.53468815923792 31.285435498922034))"
36,48,1,2007-02-21 13:25:00,"POLYGON ((121.53468815923792 31.285435498922034, 121.53679205104743 31.285435498922034, 121.53679205104743 31.287234141004603, 121.53468815923792 31.287234141004603, 121.53468815923792 31.285435498922034))"
33,46,2,2007-02-21 13:26:00,"POLYGON ((121.52837648380935 31.281838214756895, 121.53048037561886 31.281838214756895, 121.53048037561886 31.283636856839465, 121.52837648380935 31.283636856839465, 121.52837648380935 31.281838214756895))"
33,46,2,2007-02-21 13:27:00,"POLYGON ((121.52837648380935 31.281838214756895, 121.53048037561886 31.281838214756895, 121.53048037561886 31.283636856839465, 121.52837648380935 31.283636856839465, 121.52837648380935 31.281838214756895))"
31,45,1,2007-02-21 13:28:00,"POLYGON ((121.52416870019032 31.280039572674326, 121.52627259199983 31.280039572674326, 121.52627259199983 31.281838214756895, 121.52416870019032 31.281838214756895, 121.52416870019032 31.280039572674326))"
31,45,1,2007-02-21 13:29:00,"POLYGON ((121.52416870019032 31.280039572674326, 121.52627259199983 31.280039572674326, 121.52627259199983 31.281838214756895, 121.52416870019032 31.281838214756895, 121.52416870019032 31.280039572674326))"
30,44,1,2007-02-21 13:30:00,"POLYGON ((121.52206480838079 31.278240930591757, 121.52416870019032 31.278240930591757, 121.52416870019032 31.280039572674326, 121.52206480838079 31.280039572674326, 121.52206480838079 31.278240930591757))"
29,44,1,2007-02-21 13:31:00,"POLYGON ((121.51996091657128 31.278240930591757, 121.52206480838079 31.278240930591757, 121.52206480838079 31.280039572674326, 121.51996091657128 31.280039572674326, 121.51996091657128 31.278240930591757))"
29,44,1,2007-02-21 13:32:00,"POLYGON ((121.51996091657128 31.278240930591757, 121.52206480838079 31.278240930591757, 121.52206480838079 31.280039572674326, 121.51996091657128 31.280039572674326, 121.51996091657128 31.278240930591757))"
29,44,1,2007-02-21 13:33:00,"POLYGON ((121.51996091657128 31.278240930591757, 121.52206480838079 31.278240930591757, 121.52206480838079 31.280039572674326, 121.51996091657128 31.280039572674326, 121.51996091657128 31.278240930591757))"
25,43,2,2007-02-21 13:34:00,"POLYGON ((121.5115453493332 31.276442288509188, 121.51364924114272 31.276442288509188, 121.51364924114272 31.278240930591757, 121.5115453493332 31.278240930591757, 121.5115453493332 31.276442288509188))"
25,43,1,2007-02-21 13:35:00,"POLYGON ((121.5115453493332 31.276442288509188, 121.51364924114272 31.276442288509188, 121.51364924114272 31.278240930591757, 121.5115453493332 31.278240930591757, 121.5115453493332 31.276442288509188))"
23,42,2,2007-02-21 13:36:00,"POLYGON ((121.50733756571417 31.274643646426618, 121.50944145752368 31.274643646426618, 121.50944145752368 31.276442288509188, 121.50733756571417 31.276442288509188, 121.50733756571417 31.274643646426618))"
23,42,2,2007-02-21 13:37:00,"POLYGON ((121.50733756571417 31.274643646426618, 121.50944145752368 31.274643646426618, 121.50944145752368 31.276442288509188, 121.50733756571417 31.276442288509188, 121.50733756571417 31.274643646426618))"
21,41,1,2007-02-21 13:38:00,"POLYGON ((121.50312978209513 31.27284500434405, 121.50523367390464 31.27284500434405, 121.50523367390464 31.274643646426618, 121.50312978209513 31.274643646426618, 121.50312978209513 31.27284500434405))"
21,41,1,2007-02-21 13:39:00,"POLYGON ((121.50312978209513 31.27284500434405, 121.50523367390464 31.27284500434405, 121.50523367390464 31.274643646426618, 121.50312978209513 31.274643646426618, 121.50312978209513 31.27284500434405))"
20,40,1,2007-02-21 13:40:00,"POLYGON ((121.5010258902856 31.27104636226148, 121.50312978209513 31.27104636226148, 121.50312978209513 31.27284500434405, 121.5010258902856 31.27284500434405, 121.5010258902856 31.27104636226148))"
20,40,1,2007-02-21 13:41:00,"POLYGON ((121.5010258902856 31.27104636226148, 121.50312978209513 31.27104636226148, 121.50312978209513 31.27284500434405, 121.5010258902856 31.27284500434405, 121.5010258902856 31.27104636226148))"
20,39,2,2007-02-21 13:42:00,"POLYGON ((121.5010258902856 31.26924772017891, 121.50312978209513 31.26924772017891, 121.50312978209513 31.27104636226148, 121.5010258902856 31.27104636226148, 121.5010258902856 31.26924772017891))"
20,37,2,2007-02-21 13:43:00,"POLYGON ((121.5010258902856 31.265650436013775, 121.50312978209513 31.265650436013775, 121.50312978209513 31.267449078096345, 121.5010258902856 31.267449078096345, 121.5010258902856 31.265650436013775))"
21,36,1,2007-02-21 13:44:00,"POLYGON ((121.50312978209513 31.263851793931206, 121.50523367390464 31.263851793931206, 121.50523367390464 31.265650436013775, 121.50312978209513 31.265650436013775, 121.50312978209513 31.263851793931206))"
20,36,1,2007-02-21 13:45:00,"POLYGON ((121.5010258902856 31.263851793931206, 121.50312978209513 31.263851793931206, 121.50312978209513 31.265650436013775, 121.5010258902856 31.265650436013775, 121.5010258902856 31.263851793931206))"
20,36,1,2007-02-21 13:46:00,"POLYGON ((121.5010258902856 31.263851793931206, 121.50312978209513 31.263851793931206, 121.50312978209513 31.265650436013775, 121.5010258902856 31.265650436013775, 121.5010258902856 31.263851793931206))"
18,34,1,2007-02-21 13:47:00,"POLYGON ((121.49681810666657 31.260254509766067, 121.49892199847609 31.260254509766067, 121.49892199847609 31.262053151848637, 121.49681810666657 31.262053151848637, 121.49681810666657 31.260254509766067))"
18,34,1,2007-02-21 13:48:00,"POLYGON ((121.49681810666657 31.260254509766067, 121.49892199847609 31.260254509766067, 121.49892199847609 31.262053151848637, 121.49681810666657 31.262053151848637, 121.49681810666657 31.260254509766067))"
18,34,1,2007-02-21 13:49:00,"POLYGON ((121.49681810666657 31.260254509766067, 121.49892199847609 31.260254509766067, 121.49892199847609 31.262053151848637, 121.49681810666657 31.262053151848637, 121.49681810666657 31.260254509766067))"
16,32,1,2007-02-21 13:50:00,"POLYGON ((121.49261032304753 31.25665722560093, 121.49471421485705 31.25665722560093, 121.49471421485705 31.258455867683498, 121.49261032304753 31.258455867683498, 121.49261032304753 31.25665722560093))"
15,31,1,2007-02-21 13:51:00,"POLYGON ((121.49050643123802 31.25485858351836, 121.49261032304753 31.25485858351836, 121.49261032304753 31.25665722560093, 121.49050643123802 31.25665722560093, 121.49050643123802 31.25485858351836))"
14,31,1,2007-02-21 13:52:00,"POLYGON ((121.48840253942849 31.25485858351836, 121.49050643123802 31.25485858351836, 121.49050643123802 31.25665722560093, 121.48840253942849 31.25665722560093, 121.48840253942849 31.25485858351836))"
14,31,1,2007-02-21 13:53:00,"POLYGON ((121.48840253942849 31.25485858351836, 121.49050643123802 31.25485858351836, 121.49050643123802 31.25665722560093, 121.48840253942849 31.25665722560093, 121.48840253942849 31.25485858351836))"
12,30,1,2007-02-21 13:54:00,"POLYGON ((121.48419475580945 31.25305994143579, 121.48629864761898 31.25305994143579, 121.48629864761898 31.25485858351836, 121.48419475580945 31.25485858351836, 121.48419475580945 31.25305994143579))"
12,30,1,2007-02-21 13:55:00,"POLYGON ((121.48419475580945 31.25305994143579, 121.48629864761898 31.25305994143579, 121.48629864761898 31.25485858351836, 121.48419475580945 31.25485858351836, 121.48419475580945 31.25305994143579))"
12,30,1,2007-02-21 13:56:00,"POLYGON ((121.48419475580945 31.25305994143579, 121.48629864761898 31.25305994143579, 121.48629864761898 31.25485858351836, 121.48419475580945 31.25485858351836, 121.48419475580945 31.25305994143579))"
12,30,1,2007-02-21 13:57:00,"POLYGON ((121.48419475580945 31.25305994143579, 121.48629864761898 31.25305994143579, 121.48629864761898 31.25485858351836, 121.48419475580945 31.25485858351836, 121.48419475580945 31.25305994143579))"
9,28,1,2007-02-21 13:58:00,"POLYGON ((121.4778830803809 31.24946265727065, 121.47998697219042 31.24946265727065, 121.47998697219042 31.25126129935322, 121.4778830803809 31.25126129935322, 121.4778830803809 31.24946265727065))"
7,29,2,2007-02-21 13:59:00,"POLYGON ((121.47367529676187 31.25126129935322, 121.47577918857138 31.25126129935322, 121.47577918857138 31.25305994143579, 121.47367529676187 31.25305994143579, 121.47367529676187 31.25126129935322))"
7,29,1,2007-02-21 14:00:00,"POLYGON ((121.47367529676187 31.25126129935322, 121.47577918857138 31.25126129935322, 121.47577918857138 31.25305994143579, 121.47367529676187 31.25305994143579, 121.47367529676187 31.25126129935322))"
7,29,1,2007-02-21 14:01:00,"POLYGON ((121.47367529676187 31.25126129935322, 121.47577918857138 31.25126129935322, 121.47577918857138 31.25305994143579, 121.47367529676187 31.25305994143579, 121.47367529676187 31.25126129935322))"
7,29,1,2007-02-21 14:02:00,"POLYGON ((121.47367529676187 31.25126129935322, 121.47577918857138 31.25126129935322, 121.47577918857138 31.25305994143579, 121.47367529676187 31.25305994143579, 121.47367529676187 31.25126129935322))"
9,30,1,2007-02-21 14:03:00,"POLYGON ((121.4778830803809 31.25305994143579, 121.47998697219042 31.25305994143579, 121.47998697219042 31.25485858351836, 121.4778830803809 31.25485858351836, 121.4778830803809 31.25305994143579))"
11,30,1,2007-02-21 14:04:00,"POLYGON ((121.48209086399994 31.25305994143579, 121.48419475580945 31.25305994143579, 121.48419475580945 31.25485858351836, 121.48209086399994 31.25485858351836, 121.48209086399994 31.25305994143579))"
11,30,1,2007-02-21 14:05:00,"POLYGON ((121.48209086399994 31.25305994143579, 121.48419475580945 31.25305994143579, 121.48419475580945 31.25485858351836, 121.48209086399994 31.25485858351836, 121.48209086399994 31.25305994143579))"
11,30,1,2007-02-21 14:06:00,"POLYGON ((121.48209086399994 31.25305994143579, 121.48419475580945 31.25305994143579, 121.48419475580945 31.25485858351836, 121.48209086399994 31.25485858351836, 121.48209086399994 31.25305994143579))"
13,31,2,2007-02-21 14:07:00,"POLYGON ((121.48629864761898 31.25485858351836, 121.48840253942849 31.25485858351836, 121.48840253942849 31.25665722560093, 121.48629864761898 31.25665722560093, 121.48629864761898 31.25485858351836))"
14,31,1,2007-02-21 14:08:00,"POLYGON ((121.48840253942849 31.25485858351836, 121.49050643123802 31.25485858351836, 121.49050643123802 31.25665722560093, 121.48840253942849 31.25665722560093, 121.48840253942849 31.25485858351836))"
16,32,1,2007-02-21 14:09:00,"POLYGON ((121.49261032304753 31.25665722560093, 121.49471421485705 31.25665722560093, 121.49471421485705 31.258455867683498, 121.49261032304753 31.258455867683498, 121.49261032304753 31.25665722560093))"
16,32,1,2007-02-21 14:10:00,"POLYGON ((121.49261032304753 31.25665722560093, 121.49471421485705 31.25665722560093, 121.49471421485705 31.258455867683498, 121.49261032304753 31.258455867683498, 121.49261032304753 31.25665722560093))"
17,33,3,2007-02-21 14:11:00,"POLYGON ((121.49471421485705 31.258455867683498, 121.49681810666657 31.258455867683498, 121.49681810666657 31.260254509766067, 121.49471421485705 31.260254509766067, 121.49471421485705 31.258455867683498))"
17,33,3,2007-02-21 14:12:00,"POLYGON ((121.49471421485705 31.258455867683498, 121.49681810666657 31.258455867683498, 121.49681810666657 31.260254509766067, 121.49471421485705 31.260254509766067, 121.49471421485705 31.258455867683498))"
17,33,3,2007-02-21 14:13:00,"POLYGON ((121.49471421485705 31.258455867683498, 121.49681810666657 31.258455867683498, 121.49681810666657 31.260254509766067, 121.49471421485705 31.260254509766067, 121.49471421485705 31.258455867683498))"
20,35,1,2007-02-21 14:14:00,"POLYGON ((121.5010258902856 31.262053151848637, 121.50312978209513 31.262053151848637, 121.50312978209513 31.263851793931206, 121.5010258902856 31.263851793931206, 121.5010258902856 31.262053151848637))"
20,35,1,2007-02-21 14:15:00,"POLYGON ((121.5010258902856 31.262053151848637, 121.50312978209513 31.262053151848637, 121.50312978209513 31.263851793931206, 121.5010258902856 31.263851793931206, 121.5010258902856 31.262053151848637))"
20,35,1,2007-02-21 14:16:00,"POLYGON ((121.5010258902856 31.262053151848637, 121.50312978209513 31.262053151848637, 121.50312978209513 31.263851793931206, 121.5010258902856 31.263851793931206, 121.5010258902856 31.262053151848637))"
21,37,1,2007-02-21 14:17:00,"POLYGON ((121.50312978209513 31.265650436013775, 121.50523367390464 31.265650436013775, 121.50523367390464 31.267449078096345, 121.50312978209513 31.267449078096345, 121.50312978209513 31.265650436013775))"
20,39,1,2007-02-21 14:18:00,"POLYGON ((121.5010258902856 31.26924772017891, 121.50312978209513 31.26924772017891, 121.50312978209513 31.27104636226148, 121.5010258902856 31.27104636226148, 121.5010258902856 31.26924772017891))"
20,39,1,2007-02-21 14:19:00,"POLYGON ((121.5010258902856 31.26924772017891, 121.50312978209513 31.26924772017891, 121.50312978209513 31.27104636226148, 121.5010258902856 31.27104636226148, 121.5010258902856 31.26924772017891))"
21,41,1,2007-02-21 14:20:00,"POLYGON ((121.50312978209513 31.27284500434405, 121.50523367390464 31.27284500434405, 121.50523367390464 31.274643646426618, 121.50312978209513 31.274643646426618, 121.50312978209513 31.27284500434405))"
21,41,1,2007-02-21 14:21:00,"POLYGON ((121.50312978209513 31.27284500434405, 121.50523367390464 31.27284500434405, 121.50523367390464 31.274643646426618, 121.50312978209513 31.274643646426618, 121.50312978209513 31.27284500434405))"
21,41,1,2007-02-21 14:22:00,"POLYGON ((121.50312978209513 31.27284500434405, 121.50523367390464 31.27284500434405, 121.50523367390464 31.274643646426618, 121.50312978209513 31.274643646426618, 121.50312978209513 31.27284500434405))"
24,42,1,2007-02-21 14:23:00,"POLYGON ((121.50944145752368 31.274643646426618, 121.5115453493332 31.274643646426618, 121.5115453493332 31.276442288509188, 121.50944145752368 31.276442288509188, 121.50944145752368 31.274643646426618))"
24,42,1,2007-02-21 14:24:00,"POLYGON ((121.50944145752368 31.274643646426618, 121.5115453493332 31.274643646426618, 121.5115453493332 31.276442288509188, 121.50944145752368 31.276442288509188, 121.50944145752368 31.274643646426618))"
24,42,1,2007-02-21 14:25:00,"POLYGON ((121.50944145752368 31.274643646426618, 121.5115453493332 31.274643646426618, 121.5115453493332 31.276442288509188, 121.50944145752368 31.276442288509188, 121.50944145752368 31.274643646426618))"
27,43,1,2007-02-21 14:26:00,"POLYGON ((121.51575313295224 31.276442288509188, 121.51785702476175 31.276442288509188, 121.51785702476175 31.278240930591757, 121.51575313295224 31.278240930591757, 121.51575313295224 31.276442288509188))"
27,43,2,2007-02-21 14:27:00,"POLYGON ((121.51575313295224 31.276442288509188, 121.51785702476175 31.276442288509188, 121.51785702476175 31.278240930591757, 121.51575313295224 31.278240930591757, 121.51575313295224 31.276442288509188))"
27,43,2,2007-02-21 14:28:00,"POLYGON ((121.51575313295224 31.276442288509188, 121.51785702476175 31.276442288509188, 121.51785702476175 31.278240930591757, 121.51575313295224 31.278240930591757, 121.51575313295224 31.276442288509188))"
30,45,2,2007-02-21 14:29:00,"POLYGON ((121.52206480838079 31.280039572674326, 121.52416870019032 31.280039572674326, 121.52416870019032 31.281838214756895, 121.52206480838079 31.281838214756895, 121.52206480838079 31.280039572674326))"
31,45,1,2007-02-21 14:30:00,"POLYGON ((121.52416870019032 31.280039572674326, 121.52627259199983 31.280039572674326, 121.52627259199983 31.281838214756895, 121.52416870019032 31.281838214756895, 121.52416870019032 31.280039572674326))"
31,45,1,2007-02-21 14:31:00,"POLYGON ((121.52416870019032 31.280039572674326, 121.52627259199983 31.280039572674326, 121.52627259199983 31.281838214756895, 121.52416870019032 31.281838214756895, 121.52416870019032 31.280039572674326))"
31,45,1,2007-02-21 14:32:00,"POLYGON ((121.52416870019032 31.280039572674326, 121.52627259199983 31.280039572674326, 121.52627259199983 31.281838214756895, 121.52416870019032 31.281838214756895, 121.52416870019032 31.280039572674326))"
31,45,1,2007-02-21 14:33:00,"POLYGON ((121.52416870019032 31.280039572674326, 121.52627259199983 31.280039572674326, 121.52627259199983 31.281838214756895, 121.52416870019032 31.281838214756895, 121.52416870019032 31.280039572674326))"
37,49,1,2007-02-21 14:34:00,"POLYGON ((121.53679205104743 31.287234141004603, 121.53889594285695 31.287234141004603, 121.53889594285695 31.289032783087173, 121.53679205104743 31.289032783087173, 121.53679205104743 31.287234141004603))"
38,50,2,2007-02-21 14:35:00,"POLYGON ((121.53889594285695 31.289032783087173, 121.54099983466647 31.289032783087173, 121.54099983466647 31.290831425169742, 121.53889594285695 31.290831425169742, 121.53889594285695 31.289032783087173))"
39,51,1,2007-02-21 14:36:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 14:37:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 14:38:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
39,51,1,2007-02-21 14:39:00,"POLYGON ((121.54099983466647 31.290831425169742, 121.54310372647599 31.290831425169742, 121.54310372647599 31.29263006725231, 121.54099983466647 31.29263006725231, 121.54099983466647 31.290831425169742))"
